corpus,drama,figure_surface,figure_id,Gender,Age
qd,p5bz.0,LAKAIEN,lakaien,,
qd,p5bz.0,GRAF SCHWERIN,graf_schwerin,,
qd,p5bz.0,EVERSMANN,eversmann,,
qd,p5bz.0,BEDIENTE,bediente,,
qd,p5bz.0,HOFDAMEN,hofdamen,,
qd,p5bz.0,HOLZENDORF,holzendorf,,
qd,p5bz.0,GRAF WARTENSLEBEN,graf_wartensleben,,
qd,p5bz.0,ERSTER GRENADIER,erster_grenadier,,
qd,p5bz.0,KÖNIG,könig,,
qd,p5bz.0,TROMMLER,trommler,,
qd,p5bz.0,HOTHAM,hotham,,
qd,p5bz.0,SONNSFELD,fräulein_von_sonnsfeld,,
qd,p5bz.0,KAMKE,kamke,,
qd,p5bz.0,DIE KÖNIGIN,die_königin,,
qd,p5bz.0,VIERECK,viereck,,
qd,p5bz.0,WILHELMINE,wilhelmine,,
qd,p5bz.0,ECKHOF,eckhof,,
qd,p5bz.0,GRUMBKOW,grumbkow,,
qd,p5bz.0,ERBPRINZ,erbprinz,,
qd,p5bz.0,SECKENDORF,seckendorf,,
qd,p5bz.0,LAKAI,lakai,,
qd,p5bz.0,DRITTER GRENADIER,dritter_grenadier,,
qd,p5bz.0,ZWEITER GRENADIER,zweiter_grenadier,,
