corpus,drama,figure_surface,figure_id,Gender,Age
qd,n3dj.0,PORTUGIESISCHE KRIEGER,chor_der_portugiesen,,
qd,n3dj.0,GANZER CHOR,ganzer_chor,,
qd,n3dj.0,OFFIZIER,offizier,,
qd,n3dj.0,DANDAU,dandau,,
qd,n3dj.0,CHOR DER BRAMINEN,braminen,,
qd,n3dj.0,BAJADEREN,die_bajaderen,,
qd,n3dj.0,EIN INDISCHER OFFIZIER,ein_indischer_offizier,,
qd,n3dj.0,AMAZILI,amazili,,
qd,n3dj.0,DIENERINNEN DER JESSONDA,dienerinnen_der_jessonda,,
qd,n3dj.0,ERSTE BAJADERE,erste_bajadere,,
qd,n3dj.0,LOPES,lopes,,
qd,n3dj.0,TRISTAN,tristan,,
qd,n3dj.0,ZWEITE BAJADERE,zweite_bajadere,,
qd,n3dj.0,JESSONDA,jessonda,,
qd,n3dj.0,CHOR DER INDIANER,indische_krieger,,
qd,n3dj.0,NADORI,nadori,,
