corpus,drama,figure_surface,figure_id,Gender,Age
qd,qknj.0,DIE BOJAREN,andre_bojaren,,
qd,qknj.0,EIN ZWEITER AUS DEM VOLK,ein_zweiter_aus_dem_volk,,
qd,qknj.0,EIN VIERTER BOJAR,ein_vierter_bojar,,
qd,qknj.0,MENZIKOF,menzikof,,
qd,qknj.0,DIENER,diener,,
qd,qknj.0,PETER,peter,,
qd,qknj.0,GORDON,gordon,,
qd,qknj.0,DRITTER BAUER,dritter_bauer,,
qd,qknj.0,ERSTER BAUER,erster_bauer,,
qd,qknj.0,DIE BAUERN,die_bauern,,
qd,qknj.0,FÜNFTER BAUER,fünfter_bauer,,
qd,qknj.0,EIN BOJAR,ein_bojar,,
qd,qknj.0,SCHEPELEW,schepelew,,
qd,qknj.0,DAS VOLK,das_volk,,
qd,qknj.0,EIN DRITTER AUS DEM VOLK,ein_dritter_aus_dem_volk,,
qd,qknj.0,LAPUCHIN,lapuchin,,
qd,qknj.0,DER STEUERMANN,steuermann,,
qd,qknj.0,DOLGORUKI,dolgoruki,,
qd,qknj.0,ERSTER MATROSE,erster_matrose,,
qd,qknj.0,MARKOF,markof,,
qd,qknj.0,EIN DRITTER BOJAR,ein_dritter_bojar,,
qd,qknj.0,DER FÜNFTE AUS DEM VOLK,der_fünfte_aus_dem_volk,,
qd,qknj.0,ZWEITER MATROSE,zweiter_matrose,,
qd,qknj.0,VIERTER BAUER,vierter_bauer,,
qd,qknj.0,SECHSTER BAUER,sechster_bauer,,
qd,qknj.0,PAGE,page,,
qd,qknj.0,ADJUTANT,adjutant,,
qd,qknj.0,EUDOXIA,eudoxia,,
qd,qknj.0,GESANG,gesang,,
qd,qknj.0,ALEXIS,alexis,,
qd,qknj.0,EIN ZWEITER BOJAR,ein_zweiter_bojar,,
qd,qknj.0,DER SCHIFFER,schiffer,,
qd,qknj.0,EIN VIERTER AUS DEM VOLK,ein_vierter_aus_dem_volk,,
qd,qknj.0,ERZBISCHOF,erzbischof,,
qd,qknj.0,ZWEITER BÜRGER,zweiter_bürger,,
qd,qknj.0,KATHARINA,katharina,,
qd,qknj.0,ERSTER BÜRGER,erster_bürger,,
qd,qknj.0,ZWEITER BAUER,zweiter_bauer,,
qd,qknj.0,EUPHROSYNE,euphrosyne,,
qd,qknj.0,KIKIN,kikin,,
qd,qknj.0,GLEBOF,glebof,,
qd,qknj.0,EINER AUS DEM VOLK,einer_aus_dem_volk,,
