corpus,drama,figure_surface,figure_id,Gender,Age
qd,tg37.0,CHOR DER PRIESTER UND CHORKNABEN,chor_der_priester_und_chorknaben,,
qd,tg37.0,CHOR DER SARAZENEN,chor_der_sarazenen,,
qd,tg37.0,CHOR DER FRANZÖSISCHEN RITTER,chor_der_französischen_ritter,,
qd,tg37.0,NONNENCHOR,chor_der_nonnen,,
qd,tg37.0,EINE NONNE,eine_nonne,,
qd,tg37.0,EINIGE FISCHER,chor_der_fischer,,
qd,tg37.0,ANNIBALDI,annibaldi,,
qd,tg37.0,FULCO,fulco,,
qd,tg37.0,CHOR DER SCHIFFER,chor_der_schiffer,,
qd,tg37.0,ECKART,eckart,,
qd,tg37.0,CHOR DER MÄDCHEN,chor_der_mädchen,,
qd,tg37.0,BORELLO,borello,,
qd,tg37.0,CHOR DER LANDLEUTE,chor_der_landleute,,
qd,tg37.0,PAGE,page,,
qd,tg37.0,KARDINAL,kardinal,,
qd,tg37.0,HELENE,helene,,
qd,tg37.0,MANFRED,manfred,,
qd,tg37.0,CHOR DER BACCHANTINNEN,chor_der_bacchantinnen,,
qd,tg37.0,EIN THEIL DER RITTER MANFREDS,chor_der_ritter,,
qd,tg37.0,CHOR DER FRAUEN,chor_der_frauen,,
qd,tg37.0,GHISMONDE,ghismonde,,
qd,tg37.0,CHOR DER VERBANNTEEN,chor_der_verbannteen,,
qd,tg37.0,FASANELLA,fasanella,,
